Date,Entity,Account Type,Account Group,Local Currency Balance,FX Rate,EUR Balance
2021-07-01,TapForge CN,Equity,Share Capital,83433.87,1.0819,90267.1
2021-07-01,WhaleCare PH,Asset,Cash,128281.97,1.019,130719.33
2021-07-01,WhaleCare PH,Asset,Accounts Receivable,10727.11,1.2402,13303.76
2021-07-01,WhaleCare PH,Asset,Prepaid Expenses,100061.72,1.2731,127388.58
2021-07-01,WhaleCare PH,Asset,PPE,37157.86,1.0214,37953.04
2021-07-01,WhaleCare PH,Liability,Accounts Payable,137000.54,1.184,162208.64
2021-07-01,WhaleCare PH,Liability,Deferred Revenue,160742.68,1.0395,167092.02
2021-07-01,WhaleCare PH,Liability,Accrued Expenses,98916.81,0.8276,81863.55
2021-07-01,WhaleCare PH,Equity,Retained Earnings,151673.93,1.2738,193202.25
2021-07-01,WhaleCare PH,Equity,Share Capital,76092.39,1.0423,79311.1
2021-07-01,SummonStorm BR,Asset,Cash,129474.59,1.1575,149866.84
2021-07-01,SummonStorm BR,Asset,Accounts Receivable,125374.77,1.1696,146638.33
2021-07-01,SummonStorm BR,Asset,Prepaid Expenses,95400.47,0.9342,89123.12
2021-07-01,SummonStorm BR,Asset,PPE,99730.6,1.2793,127585.36
2021-07-01,SummonStorm BR,Liability,Accounts Payable,109966.04,1.1148,122590.14
2021-07-01,SummonStorm BR,Liability,Deferred Revenue,106175.98,1.127,119660.33
2021-07-01,SummonStorm BR,Liability,Accrued Expenses,110323.2,1.0642,117405.95
2021-07-01,SummonStorm BR,Equity,Retained Earnings,164183.13,1.064,174690.85
2021-07-01,SummonStorm BR,Equity,Share Capital,160145.17,1.1308,181092.16
2021-08-01,Tapstorm SG,Asset,Cash,125453.35,1.2796,160530.11
2021-08-01,Tapstorm SG,Asset,Accounts Receivable,162039.93,1.0808,175132.76
2021-08-01,Tapstorm SG,Asset,Prepaid Expenses,67131.04,1.1418,76650.22
2021-08-01,Tapstorm SG,Asset,PPE,124702.9,1.2372,154282.43
2021-08-01,Tapstorm SG,Liability,Accounts Payable,125860.49,1.0382,130668.36
2021-08-01,Tapstorm SG,Liability,Deferred Revenue,87646.1,1.2233,107217.47
2021-08-01,Tapstorm SG,Liability,Accrued Expenses,164693.04,1.2828,211268.23
2021-08-01,Tapstorm SG,Equity,Retained Earnings,148529.7,1.1544,171462.69
2021-08-01,Tapstorm SG,Equity,Share Capital,116077.15,1.0047,116622.71
2021-08-01,TapForge CN,Asset,Cash,78747.43,0.8671,68281.9
2021-08-01,TapForge CN,Asset,Accounts Receivable,53918.85,1.1077,59725.91
2021-08-01,TapForge CN,Asset,Prepaid Expenses,69005.63,0.9286,64078.63
2021-08-01,TapForge CN,Asset,PPE,149166.91,1.1089,165411.19
2021-08-01,TapForge CN,Liability,Accounts Payable,91812.05,0.9178,84265.1
2021-08-01,TapForge CN,Liability,Deferred Revenue,134594.41,1.1765,158350.32
2021-08-01,TapForge CN,Liability,Accrued Expenses,110964.51,1.248,138483.71
2021-08-01,TapForge CN,Equity,Retained Earnings,39258.85,0.9274,36408.66
2021-08-01,TapForge CN,Equity,Share Capital,92177.41,0.8494,78295.49
2021-08-01,WhaleCare PH,Asset,Cash,71261.71,0.8261,58869.3
2021-08-01,WhaleCare PH,Asset,Accounts Receivable,124983.88,1.2256,153180.24
2021-08-01,WhaleCare PH,Asset,Prepaid Expenses,126641.76,1.0694,135430.7
2021-08-01,WhaleCare PH,Asset,PPE,94460.63,1.11,104851.3
2021-08-01,WhaleCare PH,Liability,Accounts Payable,146224.71,0.9353,136763.97
2021-08-01,WhaleCare PH,Liability,Deferred Revenue,132461.45,1.118,148091.9
2021-08-01,WhaleCare PH,Liability,Accrued Expenses,87161.34,1.236,107731.42
2021-08-01,WhaleCare PH,Equity,Retained Earnings,116372.15,1.1871,138145.38
2021-08-01,WhaleCare PH,Equity,Share Capital,76241.53,1.1067,84376.5
2021-08-01,SummonStorm BR,Asset,Cash,89921.43,1.2188,109596.24
2021-08-01,SummonStorm BR,Asset,Accounts Receivable,118283.83,0.8894,105201.64
2021-08-01,SummonStorm BR,Asset,Prepaid Expenses,101761.46,1.0487,106717.24
2021-08-01,SummonStorm BR,Asset,PPE,57497.97,1.2167,69957.78
2021-08-01,SummonStorm BR,Liability,Accounts Payable,112491.47,0.917,103154.68
2021-08-01,SummonStorm BR,Liability,Deferred Revenue,90444.99,1.0558,95491.82
2021-08-01,SummonStorm BR,Liability,Accrued Expenses,76091.24,1.0712,81508.94
2021-08-01,SummonStorm BR,Equity,Retained Earnings,67152.93,0.8828,59282.61
2021-08-01,SummonStorm BR,Equity,Share Capital,94202.93,0.8736,82295.68
2021-09-01,Tapstorm SG,Asset,Cash,107648.98,0.9883,106389.49
2021-09-01,Tapstorm SG,Asset,Accounts Receivable,93071.92,1.1449,106558.04
2021-09-01,Tapstorm SG,Asset,Prepaid Expenses,109186.22,0.9024,98529.64
2021-09-01,Tapstorm SG,Asset,PPE,92145.6,0.9049,83382.55
2021-09-01,Tapstorm SG,Liability,Accounts Payable,117737.0,1.0377,122175.68
2021-09-01,Tapstorm SG,Liability,Deferred Revenue,95589.51,1.2136,116007.43
2021-09-01,Tapstorm SG,Liability,Accrued Expenses,50932.96,0.8552,43557.87
2021-09-01,Tapstorm SG,Equity,Retained Earnings,64019.59,1.1073,70888.89
2021-09-01,Tapstorm SG,Equity,Share Capital,84223.34,0.9101,76651.66
2021-09-01,TapForge CN,Asset,Cash,137806.44,1.134,156272.5
2021-09-01,TapForge CN,Asset,Accounts Receivable,71339.47,1.1684,83353.04
2021-09-01,TapForge CN,Asset,Prepaid Expenses,111791.71,1.1423,127699.67
2021-09-01,TapForge CN,Asset,PPE,112201.19,0.9185,103056.79
2021-09-01,TapForge CN,Liability,Accounts Payable,63493.03,0.9642,61219.98
2021-09-01,TapForge CN,Liability,Deferred Revenue,91905.61,1.2292,112970.38
2021-09-01,TapForge CN,Liability,Accrued Expenses,104638.12,1.1463,119946.68
2021-09-01,TapForge CN,Equity,Retained Earnings,91613.3,0.8726,79941.77
2021-09-01,TapForge CN,Equity,Share Capital,117006.4,1.1741,137377.21
2021-09-01,WhaleCare PH,Asset,Cash,115863.86,0.9283,107556.42
2021-09-01,WhaleCare PH,Asset,Accounts Receivable,106351.44,0.8253,87771.84
2021-09-01,WhaleCare PH,Asset,Prepaid Expenses,127530.11,1.1586,147756.39
2021-09-01,WhaleCare PH,Asset,PPE,99888.91,1.0909,108968.81
2021-09-01,WhaleCare PH,Liability,Accounts Payable,103399.61,1.1745,121442.84
2021-09-01,WhaleCare PH,Liability,Deferred Revenue,108479.44,1.1562,125423.93
2021-09-01,WhaleCare PH,Liability,Accrued Expenses,67050.9,1.0506,70443.68
2021-09-01,WhaleCare PH,Equity,Retained Earnings,117405.7,1.1317,132868.03
2021-09-01,WhaleCare PH,Equity,Share Capital,81601.64,1.1394,92976.91
2021-09-01,SummonStorm BR,Asset,Cash,93608.99,1.0955,102548.65
2021-09-01,SummonStorm BR,Asset,Accounts Receivable,116404.52,0.9084,105741.87
2021-09-01,SummonStorm BR,Asset,Prepaid Expenses,113403.69,1.0518,119278.0
2021-09-01,SummonStorm BR,Asset,PPE,57369.01,1.1349,65108.09
2021-09-01,SummonStorm BR,Liability,Accounts Payable,57642.63,1.116,64329.18
2021-09-01,SummonStorm BR,Liability,Deferred Revenue,70116.49,0.8496,59570.97
2021-09-01,SummonStorm BR,Liability,Accrued Expenses,106036.35,0.9301,98624.41
2021-09-01,SummonStorm BR,Equity,Retained Earnings,139197.02,0.9521,132529.48
2021-09-01,SummonStorm BR,Equity,Share Capital,85550.71,1.0784,92257.89
2021-10-01,Tapstorm SG,Asset,Cash,71754.15,1.1789,84590.97
2021-10-01,Tapstorm SG,Asset,Accounts Receivable,71889.32,1.2952,93111.05
2021-10-01,Tapstorm SG,Asset,Prepaid Expenses,113114.57,1.2269,138780.27
2021-10-01,Tapstorm SG,Asset,PPE,132255.41,1.1434,151220.84
2021-10-01,Tapstorm SG,Liability,Accounts Payable,130532.61,0.9429,123079.2
2021-10-01,Tapstorm SG,Liability,Deferred Revenue,79752.11,0.8899,70971.4
2021-10-01,Tapstorm SG,Liability,Accrued Expenses,54477.52,1.1365,61913.7
2021-10-01,Tapstorm SG,Equity,Retained Earnings,102512.31,0.9557,97971.01
2021-10-01,Tapstorm SG,Equity,Share Capital,144455.01,1.2222,176552.91
2021-10-01,TapForge CN,Asset,Cash,112956.56,1.1991,135446.21
2021-10-01,TapForge CN,Asset,Accounts Receivable,59271.45,1.0685,63331.54
2021-10-01,TapForge CN,Asset,Prepaid Expenses,97984.01,0.9701,95054.29
2021-10-01,TapForge CN,Asset,PPE,69710.26,0.8253,57531.88
2021-10-01,TapForge CN,Liability,Accounts Payable,109896.86,0.9306,102270.02
2021-10-01,TapForge CN,Liability,Deferred Revenue,98711.21,0.8051,79472.4
2021-10-01,TapForge CN,Liability,Accrued Expenses,91819.75,0.9834,90295.54
2021-10-01,TapForge CN,Equity,Retained Earnings,81077.51,1.059,85861.08
2021-10-01,TapForge CN,Equity,Share Capital,112780.05,0.8576,96720.17
2021-10-01,WhaleCare PH,Asset,Cash,135819.75,0.8251,112064.88
2021-10-01,WhaleCare PH,Asset,Accounts Receivable,148546.34,0.8444,125432.53
2021-10-01,WhaleCare PH,Asset,Prepaid Expenses,112401.09,1.2426,139669.59
2021-10-01,WhaleCare PH,Asset,PPE,138118.17,0.8841,122110.27
2021-10-01,WhaleCare PH,Liability,Accounts Payable,69663.43,0.9617,66995.32
2021-10-01,WhaleCare PH,Liability,Deferred Revenue,89943.04,1.1466,103128.69
2021-10-01,WhaleCare PH,Liability,Accrued Expenses,71246.19,1.0119,72094.02
2021-10-01,WhaleCare PH,Equity,Retained Earnings,85346.19,1.1953,102014.3
2021-10-01,WhaleCare PH,Equity,Share Capital,69228.22,0.9943,68833.62
2021-10-01,SummonStorm BR,Asset,Cash,148861.25,1.1589,172515.3
2021-10-01,SummonStorm BR,Asset,Accounts Receivable,88816.54,1.0037,89145.16
2021-10-01,SummonStorm BR,Asset,Prepaid Expenses,95757.71,0.9312,89169.58
2021-10-01,SummonStorm BR,Asset,PPE,53623.64,0.968,51907.68
2021-10-01,SummonStorm BR,Liability,Accounts Payable,39780.2,1.0359,41208.31
2021-10-01,SummonStorm BR,Liability,Deferred Revenue,150989.73,0.8229,124249.45
2021-10-01,SummonStorm BR,Liability,Accrued Expenses,92829.53,1.2137,112667.2
2021-10-01,SummonStorm BR,Equity,Retained Earnings,168821.56,1.2196,205894.77
2021-10-01,SummonStorm BR,Equity,Share Capital,95485.9,0.9227,88104.84
2021-11-01,Tapstorm SG,Asset,Cash,62682.71,0.9919,62174.98
2021-11-01,Tapstorm SG,Asset,Accounts Receivable,100650.92,0.8083,81356.14
2021-11-01,Tapstorm SG,Asset,Prepaid Expenses,102220.73,0.8584,87746.27
2021-11-01,Tapstorm SG,Asset,PPE,104305.78,0.9419,98245.61
2021-11-01,Tapstorm SG,Liability,Accounts Payable,97914.57,1.2133,118799.75
2021-11-01,Tapstorm SG,Liability,Deferred Revenue,54592.09,1.0528,57474.55
2021-11-01,Tapstorm SG,Liability,Accrued Expenses,53955.79,1.0163,54835.27
2021-11-01,Tapstorm SG,Equity,Retained Earnings,134908.27,0.8733,117815.39
2021-11-01,Tapstorm SG,Equity,Share Capital,159012.14,1.1582,184167.86
2021-11-01,TapForge CN,Asset,Cash,91378.4,0.9186,83940.2
2021-11-01,TapForge CN,Asset,Accounts Receivable,45115.72,1.2007,54170.45
2021-11-01,TapForge CN,Asset,Prepaid Expenses,136106.83,1.0557,143687.98
2021-11-01,TapForge CN,Asset,PPE,74567.2,1.174,87541.89
2021-11-01,TapForge CN,Liability,Accounts Payable,110426.33,0.9044,99869.57
2021-11-01,TapForge CN,Liability,Deferred Revenue,84272.16,1.28,107868.36
2021-11-01,TapForge CN,Liability,Accrued Expenses,85173.15,0.8721,74279.5
2021-11-01,TapForge CN,Equity,Retained Earnings,74106.39,1.0435,77330.02
2021-11-01,TapForge CN,Equity,Share Capital,141901.89,0.8137,115465.57
2021-11-01,WhaleCare PH,Asset,Cash,113560.27,0.9209,104577.65
2021-11-01,WhaleCare PH,Asset,Accounts Receivable,109927.97,1.0575,116248.83
2021-11-01,WhaleCare PH,Asset,Prepaid Expenses,101137.91,1.1347,114761.19
2021-11-01,WhaleCare PH,Asset,PPE,111552.69,1.0564,117844.26
2021-11-01,WhaleCare PH,Liability,Accounts Payable,64461.09,1.1855,76418.62
2021-11-01,WhaleCare PH,Liability,Deferred Revenue,115683.21,0.9646,111588.02
2021-11-01,WhaleCare PH,Liability,Accrued Expenses,136279.14,0.9352,127448.25
2021-11-01,WhaleCare PH,Equity,Retained Earnings,106592.84,1.2239,130458.98
2021-11-01,WhaleCare PH,Equity,Share Capital,125985.41,1.1788,148511.6
2021-11-01,SummonStorm BR,Asset,Cash,87803.22,1.1649,102281.97
2021-11-01,SummonStorm BR,Asset,Accounts Receivable,112280.89,1.0169,114178.44
2021-11-01,SummonStorm BR,Asset,Prepaid Expenses,88384.52,0.8599,76001.85
2021-11-01,SummonStorm BR,Asset,PPE,50586.95,1.0523,53232.65
2021-11-01,SummonStorm BR,Liability,Accounts Payable,92945.43,1.2263,113978.98
2021-11-01,SummonStorm BR,Liability,Deferred Revenue,133775.76,1.0805,144544.71
2021-11-01,SummonStorm BR,Liability,Accrued Expenses,59975.66,0.8513,51057.28
2021-11-01,SummonStorm BR,Equity,Retained Earnings,148963.8,1.2144,180901.64
2021-11-01,SummonStorm BR,Equity,Share Capital,83453.2,0.9447,78838.24
2021-12-01,Tapstorm SG,Asset,Cash,116878.49,1.1878,138828.27
2021-12-01,Tapstorm SG,Asset,Accounts Receivable,145546.68,0.9746,141849.79
2021-12-01,Tapstorm SG,Asset,Prepaid Expenses,154832.17,1.014,156999.82
2021-12-01,Tapstorm SG,Asset,PPE,148248.66,1.2085,179158.51
2021-12-01,Tapstorm SG,Liability,Accounts Payable,77241.28,1.0893,84138.93
2021-12-01,Tapstorm SG,Liability,Deferred Revenue,134315.84,1.1779,158210.63
2021-12-01,Tapstorm SG,Liability,Accrued Expenses,82195.23,0.9299,76433.34
2021-12-01,Tapstorm SG,Equity,Retained Earnings,71822.34,0.8614,61867.76
2021-12-01,Tapstorm SG,Equity,Share Capital,82399.61,1.1249,92691.32
2021-12-01,TapForge CN,Asset,Cash,137935.39,0.93,128279.91
2021-12-01,TapForge CN,Asset,Accounts Receivable,85902.06,0.9575,82251.22
2021-12-01,TapForge CN,Asset,Prepaid Expenses,76637.82,0.8923,68383.93
2021-12-01,TapForge CN,Asset,PPE,148041.65,1.241,183719.69
2021-12-01,TapForge CN,Liability,Accounts Payable,95914.74,1.2781,122588.63
2021-12-01,TapForge CN,Liability,Deferred Revenue,119608.98,0.9262,110781.84
2021-12-01,TapForge CN,Liability,Accrued Expenses,71769.74,0.9302,66760.21
2021-12-01,TapForge CN,Equity,Retained Earnings,88140.97,1.1416,100621.73
2021-12-01,TapForge CN,Equity,Share Capital,93936.77,0.8958,84148.56
2021-12-01,WhaleCare PH,Asset,Cash,82641.31,0.9244,76393.63
2021-12-01,WhaleCare PH,Asset,Accounts Receivable,97557.93,1.2671,123615.65
2021-12-01,WhaleCare PH,Asset,Prepaid Expenses,73334.5,0.842,61747.65
2021-12-01,WhaleCare PH,Asset,PPE,97731.31,1.0057,98288.38
2021-12-01,WhaleCare PH,Liability,Accounts Payable,134197.48,1.1538,154837.05
2021-12-01,WhaleCare PH,Liability,Deferred Revenue,49815.69,1.1016,54876.96
2021-12-01,WhaleCare PH,Liability,Accrued Expenses,96047.48,0.8455,81208.14
2021-12-01,WhaleCare PH,Equity,Retained Earnings,85574.7,1.283,109792.34
2021-12-01,WhaleCare PH,Equity,Share Capital,82663.71,0.9355,77331.9
2021-12-01,SummonStorm BR,Asset,Cash,158584.7,1.1708,185670.97
2021-12-01,SummonStorm BR,Asset,Accounts Receivable,143391.98,1.0764,154347.13
2021-12-01,SummonStorm BR,Asset,Prepaid Expenses,85311.92,1.0778,91949.19
2021-12-01,SummonStorm BR,Asset,PPE,59339.92,1.0491,62253.51
2021-12-01,SummonStorm BR,Liability,Accounts Payable,145628.6,0.9959,145031.52
2021-12-01,SummonStorm BR,Liability,Deferred Revenue,112032.06,1.1559,129497.86
2021-12-01,SummonStorm BR,Liability,Accrued Expenses,65347.39,1.214,79331.73
2021-12-01,SummonStorm BR,Equity,Retained Earnings,72684.66,1.2913,93857.7
2021-12-01,SummonStorm BR,Equity,Share Capital,103155.25,1.2198,125828.77
2022-01-01,Tapstorm SG,Asset,Cash,152647.81,1.1075,169057.45
2022-01-01,Tapstorm SG,Asset,Accounts Receivable,88969.11,1.294,115126.03
2022-01-01,Tapstorm SG,Asset,Prepaid Expenses,113616.87,1.0392,118070.65
2022-01-01,Tapstorm SG,Asset,PPE,82266.92,1.1364,93488.13
2022-01-01,Tapstorm SG,Liability,Accounts Payable,114216.35,1.2854,146813.7
2022-01-01,Tapstorm SG,Liability,Deferred Revenue,51098.48,1.2539,64072.38
2022-01-01,Tapstorm SG,Liability,Accrued Expenses,119159.37,0.8268,98520.97
2022-01-01,Tapstorm SG,Equity,Retained Earnings,107245.29,0.949,101775.78
2022-01-01,Tapstorm SG,Equity,Share Capital,75247.54,0.8457,63636.84
2022-01-01,TapForge CN,Asset,Cash,-544.59,0.9743,-530.59
2022-01-01,TapForge CN,Asset,Accounts Receivable,148759.48,0.9386,139625.65
2022-01-01,TapForge CN,Asset,Prepaid Expenses,47808.98,1.0774,51509.4
2022-01-01,TapForge CN,Asset,PPE,137853.39,1.0938,150784.04
2022-01-01,TapForge CN,Liability,Accounts Payable,75205.72,0.9655,72611.12
2022-01-01,TapForge CN,Liability,Deferred Revenue,111429.26,0.8086,90101.7
2022-01-01,TapForge CN,Liability,Accrued Expenses,118438.43,0.9179,108714.63
2022-01-01,TapForge CN,Equity,Retained Earnings,149662.34,0.9358,140054.02
2022-01-01,TapForge CN,Equity,Share Capital,67482.01,1.0366,69951.85
2022-01-01,WhaleCare PH,Asset,Cash,98818.63,1.0118,99984.69
2022-01-01,WhaleCare PH,Asset,Accounts Receivable,71080.04,1.1447,81365.32
2022-01-01,WhaleCare PH,Asset,Prepaid Expenses,68673.79,1.2223,83939.97
2022-01-01,WhaleCare PH,Asset,PPE,102797.72,0.9571,98387.7
2022-01-01,WhaleCare PH,Liability,Accounts Payable,125206.32,1.2311,154141.5
2022-01-01,WhaleCare PH,Liability,Deferred Revenue,174582.9,0.9041,157840.4
2022-01-01,WhaleCare PH,Liability,Accrued Expenses,93398.79,1.1859,110761.63
2022-01-01,WhaleCare PH,Equity,Retained Earnings,97895.94,1.0459,102389.36
2022-01-01,WhaleCare PH,Equity,Share Capital,99845.9,1.088,108632.34
2022-01-01,SummonStorm BR,Asset,Cash,104906.08,0.9498,99639.79
2022-01-01,SummonStorm BR,Asset,Accounts Receivable,107553.41,0.8566,92130.25
2022-01-01,SummonStorm BR,Asset,Prepaid Expenses,65341.4,0.841,54952.12
2022-01-01,SummonStorm BR,Asset,PPE,17373.38,1.2305,21377.94
2022-01-01,SummonStorm BR,Liability,Accounts Payable,91900.88,1.0131,93104.78
2022-01-01,SummonStorm BR,Liability,Deferred Revenue,158821.98,1.2425,197336.31
2022-01-01,SummonStorm BR,Liability,Accrued Expenses,102179.98,0.9834,100483.79
2022-01-01,SummonStorm BR,Equity,Retained Earnings,96017.97,1.0879,104457.95
2022-01-01,SummonStorm BR,Equity,Share Capital,99340.67,0.8702,86446.25
2022-02-01,Tapstorm SG,Asset,Cash,79032.82,0.9475,74883.6
2022-02-01,Tapstorm SG,Asset,Accounts Receivable,97018.25,0.9628,93409.17
2022-02-01,Tapstorm SG,Asset,Prepaid Expenses,101358.06,0.8211,83225.1
2022-02-01,Tapstorm SG,Asset,PPE,101200.38,1.0955,110865.02
2022-02-01,Tapstorm SG,Liability,Accounts Payable,103346.53,1.0853,112161.99
2022-02-01,Tapstorm SG,Liability,Deferred Revenue,103082.45,1.0459,107813.93
2022-02-01,Tapstorm SG,Liability,Accrued Expenses,98136.81,0.9686,95055.31
2022-02-01,Tapstorm SG,Equity,Retained Earnings,134068.37,0.8099,108581.97
2022-02-01,Tapstorm SG,Equity,Share Capital,156829.27,1.1487,180149.78
2022-02-01,TapForge CN,Asset,Cash,49321.95,1.2155,59950.83
2022-02-01,TapForge CN,Asset,Accounts Receivable,83322.33,1.2082,100670.04
2022-02-01,TapForge CN,Asset,Prepaid Expenses,33440.72,1.1209,37483.7
2022-02-01,TapForge CN,Asset,PPE,114942.32,0.9743,111988.3
2022-02-01,TapForge CN,Liability,Accounts Payable,137408.87,0.8399,115409.71
2022-02-01,TapForge CN,Liability,Deferred Revenue,103344.64,0.9884,102145.84
2022-02-01,TapForge CN,Liability,Accrued Expenses,103663.38,1.0316,106939.14
2022-02-01,TapForge CN,Equity,Retained Earnings,82706.53,0.8591,71053.18
2022-02-01,TapForge CN,Equity,Share Capital,105636.99,1.1436,120806.46
2022-02-01,WhaleCare PH,Asset,Cash,97752.91,0.825,80646.15
2022-02-01,WhaleCare PH,Asset,Accounts Receivable,132522.2,0.9213,122092.7
2022-02-01,WhaleCare PH,Asset,Prepaid Expenses,161197.42,0.9925,159988.44
2022-02-01,WhaleCare PH,Asset,PPE,146725.61,0.8162,119757.44
2022-02-01,WhaleCare PH,Liability,Accounts Payable,167978.69,1.0757,180694.68
2022-02-01,WhaleCare PH,Liability,Deferred Revenue,119615.32,1.2318,147342.15
2022-02-01,WhaleCare PH,Liability,Accrued Expenses,110120.1,1.1722,129082.78
2022-02-01,WhaleCare PH,Equity,Retained Earnings,99529.41,1.092,108686.12
2022-02-01,WhaleCare PH,Equity,Share Capital,111160.65,1.1464,127434.57
2022-02-01,SummonStorm BR,Asset,Cash,110148.04,1.0861,119631.79
2022-02-01,SummonStorm BR,Asset,Accounts Receivable,139731.36,1.1136,155604.84
2022-02-01,SummonStorm BR,Asset,Prepaid Expenses,94679.31,0.8315,78725.85
2022-02-01,SummonStorm BR,Asset,PPE,68607.92,0.9966,68374.65
2022-02-01,SummonStorm BR,Liability,Accounts Payable,99091.23,1.2751,126351.23
2022-02-01,SummonStorm BR,Liability,Deferred Revenue,72303.38,1.0197,73727.76
2022-02-01,SummonStorm BR,Liability,Accrued Expenses,93568.73,1.1944,111758.49
2022-02-01,SummonStorm BR,Equity,Retained Earnings,48265.65,0.9895,47758.86
2022-02-01,SummonStorm BR,Equity,Share Capital,101086.09,1.1107,112276.32
2022-03-01,Tapstorm SG,Asset,Cash,73533.69,0.8294,60988.84
2022-03-01,Tapstorm SG,Asset,Accounts Receivable,122363.49,1.0396,127209.08
2022-03-01,Tapstorm SG,Asset,Prepaid Expenses,88652.71,0.8143,72189.9
2022-03-01,Tapstorm SG,Asset,PPE,42538.29,0.9853,41912.98
2022-03-01,Tapstorm SG,Liability,Accounts Payable,87805.15,0.9054,79498.78
2022-03-01,Tapstorm SG,Liability,Deferred Revenue,97495.49,1.2321,120124.19
2022-03-01,Tapstorm SG,Liability,Accrued Expenses,109975.25,0.9777,107522.8
2022-03-01,Tapstorm SG,Equity,Retained Earnings,115929.36,0.8893,103095.98
2022-03-01,Tapstorm SG,Equity,Share Capital,75819.35,1.2615,95646.11
2022-03-01,TapForge CN,Asset,Cash,77151.6,0.8727,67330.2
2022-03-01,TapForge CN,Asset,Accounts Receivable,99130.88,1.2742,126312.57
2022-03-01,TapForge CN,Asset,Prepaid Expenses,109119.5,0.9633,105114.81
2022-03-01,TapForge CN,Asset,PPE,114183.91,0.8122,92740.17
2022-03-01,TapForge CN,Liability,Accounts Payable,128539.69,0.9987,128372.59
2022-03-01,TapForge CN,Liability,Deferred Revenue,49717.83,0.8689,43199.82
2022-03-01,TapForge CN,Liability,Accrued Expenses,129106.21,1.1753,151738.53
2022-03-01,TapForge CN,Equity,Retained Earnings,124562.2,1.158,144243.03
2022-03-01,TapForge CN,Equity,Share Capital,125504.36,0.9231,115853.07
2022-03-01,WhaleCare PH,Asset,Cash,93328.19,1.0151,94737.45
2022-03-01,WhaleCare PH,Asset,Accounts Receivable,107644.5,0.8756,94253.52
2022-03-01,WhaleCare PH,Asset,Prepaid Expenses,114781.4,0.9189,105472.63
2022-03-01,WhaleCare PH,Asset,PPE,94466.7,0.9983,94306.11
2022-03-01,WhaleCare PH,Liability,Accounts Payable,128542.29,1.0516,135175.07
2022-03-01,WhaleCare PH,Liability,Deferred Revenue,64554.11,1.1015,71106.35
2022-03-01,WhaleCare PH,Liability,Accrued Expenses,121592.42,0.927,112716.17
2022-03-01,WhaleCare PH,Equity,Retained Earnings,114838.14,0.9935,114091.69
2022-03-01,WhaleCare PH,Equity,Share Capital,145585.75,1.172,170626.5
2022-03-01,SummonStorm BR,Asset,Cash,158157.13,1.0634,168184.29
2022-03-01,SummonStorm BR,Asset,Accounts Receivable,94248.66,1.0511,99064.77
2022-03-01,SummonStorm BR,Asset,Prepaid Expenses,146142.98,0.9089,132829.35
2022-03-01,SummonStorm BR,Asset,PPE,109102.4,1.1265,122903.85
2022-03-01,SummonStorm BR,Liability,Accounts Payable,109946.9,1.1283,124053.09
2022-03-01,SummonStorm BR,Liability,Deferred Revenue,111860.46,1.2892,144210.51
2022-03-01,SummonStorm BR,Liability,Accrued Expenses,59846.91,1.2875,77052.9
2022-03-01,SummonStorm BR,Equity,Retained Earnings,134059.11,0.8842,118535.07
2022-03-01,SummonStorm BR,Equity,Share Capital,58365.97,0.9818,57303.71
2022-04-01,Tapstorm SG,Asset,Cash,115130.65,0.9226,106219.54
2022-04-01,Tapstorm SG,Asset,Accounts Receivable,24829.27,0.8249,20481.66
2022-04-01,Tapstorm SG,Asset,Prepaid Expenses,93487.86,1.2647,118234.1
2022-04-01,Tapstorm SG,Asset,PPE,99688.16,1.0995,109607.13
2022-04-01,Tapstorm SG,Liability,Accounts Payable,119178.62,0.9865,117569.71
2022-04-01,Tapstorm SG,Liability,Deferred Revenue,143524.31,0.9551,137080.07
2022-04-01,Tapstorm SG,Liability,Accrued Expenses,97734.79,0.9903,96786.76
2022-04-01,Tapstorm SG,Equity,Retained Earnings,62609.36,1.1382,71261.97
2022-04-01,Tapstorm SG,Equity,Share Capital,86559.69,0.9835,85131.46
2022-04-01,TapForge CN,Asset,Cash,107088.99,0.8783,94056.26
2022-04-01,TapForge CN,Asset,Accounts Receivable,104639.44,0.9158,95828.8
2022-04-01,TapForge CN,Asset,Prepaid Expenses,47827.76,1.1466,54839.31
2022-04-01,TapForge CN,Asset,PPE,84626.22,1.2646,107018.32
2022-04-01,TapForge CN,Liability,Accounts Payable,84002.64,1.0702,89899.63
2022-04-01,TapForge CN,Liability,Deferred Revenue,93772.32,1.2303,115368.09
2022-04-01,TapForge CN,Liability,Accrued Expenses,118010.85,1.2028,141943.45
2022-04-01,TapForge CN,Equity,Retained Earnings,76333.62,1.1093,84676.88
2022-04-01,TapForge CN,Equity,Share Capital,132002.61,1.084,143090.83
2022-04-01,WhaleCare PH,Asset,Cash,122161.5,1.2584,153728.03
2022-04-01,WhaleCare PH,Asset,Accounts Receivable,37250.12,0.8757,32619.93
2022-04-01,WhaleCare PH,Asset,Prepaid Expenses,87463.17,0.902,78891.78
2022-04-01,WhaleCare PH,Asset,PPE,106358.84,1.1588,123248.62
2022-04-01,WhaleCare PH,Liability,Accounts Payable,145321.88,0.8109,117841.51
2022-04-01,WhaleCare PH,Liability,Deferred Revenue,64042.22,0.8786,56267.49
2022-04-01,WhaleCare PH,Liability,Accrued Expenses,48270.09,0.9928,47922.55
2022-04-01,WhaleCare PH,Equity,Retained Earnings,106704.01,0.9277,98989.31
