Date,Entity,Flow Type,Account Group,Local Currency Flow,FX Rate,EUR Flow
2021-12-01,TapForge CN,Operating,Net Income,-28430.61,1.1085,-31515.33
2021-12-01,TapForge CN,Operating,Depreciation,42954.58,1.0304,44260.4
2021-12-01,TapForge CN,Operating,Change in Working Capital,41395.31,1.1989,49628.84
2021-12-01,TapForge CN,Investing,CapEx,27567.53,1.2596,34724.06
2021-12-01,TapForge CN,Investing,Purchase of Intangibles,33732.49,1.2494,42145.37
2021-12-01,TapForge CN,Financing,Equity Issuance,-30484.81,1.2152,-37045.14
2021-12-01,TapForge CN,Financing,Loan Repayment,-43342.31,0.9523,-41274.88
2021-12-01,WhaleCare PH,Operating,Net Income,27501.23,0.9248,25433.14
2021-12-01,WhaleCare PH,Operating,Depreciation,36870.42,1.0016,36929.41
2021-12-01,WhaleCare PH,Operating,Change in Working Capital,-52276.62,1.0325,-53975.61
2021-12-01,WhaleCare PH,Investing,CapEx,30897.63,0.8049,24869.5
2021-12-01,WhaleCare PH,Investing,Purchase of Intangibles,20104.33,1.0103,20311.4
2021-12-01,WhaleCare PH,Financing,Equity Issuance,-20619.12,0.8907,-18365.45
2021-12-01,WhaleCare PH,Financing,Loan Repayment,17022.04,1.1768,20031.54
2021-12-01,SummonStorm BR,Operating,Net Income,-35010.9,1.033,-36166.26
2021-12-01,SummonStorm BR,Operating,Depreciation,-30225.01,0.9481,-28656.33
2021-12-01,SummonStorm BR,Operating,Change in Working Capital,21574.98,1.2559,27096.02
2021-12-01,SummonStorm BR,Investing,CapEx,44382.19,1.1739,52100.25
2021-12-01,SummonStorm BR,Investing,Purchase of Intangibles,21158.59,1.0326,21848.36
2021-12-01,SummonStorm BR,Financing,Equity Issuance,-27028.8,1.1388,-30780.4
2021-12-01,SummonStorm BR,Financing,Loan Repayment,-16507.87,1.0347,-17080.69
2022-01-01,Tapstorm SG,Operating,Net Income,-24568.64,1.0928,-26848.61
2022-01-01,Tapstorm SG,Operating,Depreciation,-16246.6,1.2015,-19520.29
2022-01-01,Tapstorm SG,Operating,Change in Working Capital,-24636.87,1.1415,-28122.99
2022-01-01,Tapstorm SG,Investing,CapEx,-13292.84,0.8813,-11714.98
2022-01-01,Tapstorm SG,Investing,Purchase of Intangibles,-19739.11,0.8382,-16545.32
2022-01-01,Tapstorm SG,Financing,Equity Issuance,17334.73,1.2225,21191.71
2022-01-01,Tapstorm SG,Financing,Loan Repayment,-17933.23,1.1393,-20431.33
2022-01-01,TapForge CN,Operating,Net Income,14996.78,0.8657,12982.71
2022-01-01,TapForge CN,Operating,Depreciation,-21728.49,1.0761,-23382.03
2022-01-01,TapForge CN,Operating,Change in Working Capital,4453.98,1.1038,4916.3
2022-01-01,TapForge CN,Investing,CapEx,-33793.95,1.1464,-38741.38
2022-01-01,TapForge CN,Investing,Purchase of Intangibles,29068.59,1.1896,34579.99
2022-01-01,TapForge CN,Financing,Equity Issuance,-29242.6,1.1614,-33962.36
2022-01-01,TapForge CN,Financing,Loan Repayment,23535.26,1.2388,29155.48
2022-01-01,WhaleCare PH,Operating,Net Income,40644.6,0.8508,34580.43
2022-01-01,WhaleCare PH,Operating,Depreciation,16975.19,0.8312,14109.78
2022-01-01,WhaleCare PH,Operating,Change in Working Capital,-5154.76,1.0012,-5160.95
2022-01-01,WhaleCare PH,Investing,CapEx,-28709.15,1.0013,-28746.47
2022-01-01,WhaleCare PH,Investing,Purchase of Intangibles,-48332.52,0.8311,-40169.16
2022-01-01,WhaleCare PH,Financing,Equity Issuance,42791.19,1.2991,55590.03
2022-01-01,WhaleCare PH,Financing,Loan Repayment,36416.19,1.1236,40917.23
2022-01-01,SummonStorm BR,Operating,Net Income,52637.69,0.8423,44336.73
2022-01-01,SummonStorm BR,Operating,Depreciation,-20499.29,0.9394,-19257.03
2022-01-01,SummonStorm BR,Operating,Change in Working Capital,-19908.74,1.0768,-21437.73
2022-01-01,SummonStorm BR,Investing,CapEx,22294.21,1.1963,26670.56
2022-01-01,SummonStorm BR,Investing,Purchase of Intangibles,4594.72,1.2599,5788.89
2022-01-01,SummonStorm BR,Financing,Equity Issuance,42878.94,1.1864,50871.57
2022-01-01,SummonStorm BR,Financing,Loan Repayment,25308.73,0.9683,24506.44
2022-02-01,Tapstorm SG,Operating,Net Income,17751.37,1.1065,19641.89
2022-02-01,Tapstorm SG,Operating,Depreciation,22852.42,0.8129,18576.73
2022-02-01,Tapstorm SG,Operating,Change in Working Capital,13834.07,0.8152,11277.53
2022-02-01,Tapstorm SG,Investing,CapEx,-25775.29,0.9482,-24440.13
2022-02-01,Tapstorm SG,Investing,Purchase of Intangibles,18990.38,1.2518,23772.16
2022-02-01,Tapstorm SG,Financing,Equity Issuance,-19550.43,0.9975,-19501.55
2022-02-01,Tapstorm SG,Financing,Loan Repayment,14502.93,0.9475,13741.53
2022-02-01,TapForge CN,Operating,Net Income,-25530.75,1.0803,-27580.87
2022-02-01,TapForge CN,Operating,Depreciation,18998.59,0.8333,15831.53
2022-02-01,TapForge CN,Operating,Change in Working Capital,41316.23,0.8012,33102.56
2022-02-01,TapForge CN,Investing,CapEx,-31477.07,0.8868,-27913.87
2022-02-01,TapForge CN,Investing,Purchase of Intangibles,-9303.64,0.8086,-7522.92
2022-02-01,TapForge CN,Financing,Equity Issuance,32360.73,1.0963,35477.07
2022-02-01,TapForge CN,Financing,Loan Repayment,-29104.98,1.2179,-35446.96
2022-02-01,WhaleCare PH,Operating,Net Income,-25847.32,0.8397,-21703.99
2022-02-01,WhaleCare PH,Operating,Depreciation,-23115.66,1.0346,-23915.46
2022-02-01,WhaleCare PH,Operating,Change in Working Capital,-39119.61,1.2021,-47025.68
2022-02-01,WhaleCare PH,Investing,CapEx,11724.99,0.9149,10727.19
2022-02-01,WhaleCare PH,Investing,Purchase of Intangibles,24183.02,1.2197,29496.03
2022-02-01,WhaleCare PH,Financing,Equity Issuance,4881.22,1.0862,5301.98
2022-02-01,WhaleCare PH,Financing,Loan Repayment,31401.67,0.813,25529.56
2022-02-01,SummonStorm BR,Operating,Net Income,24225.52,1.0691,25899.5
2022-02-01,SummonStorm BR,Operating,Depreciation,-13231.79,1.2233,-16186.45
2022-02-01,SummonStorm BR,Operating,Change in Working Capital,-27216.21,1.1433,-31116.29
2022-02-01,SummonStorm BR,Investing,CapEx,-41371.79,0.9774,-40436.79
2022-02-01,SummonStorm BR,Investing,Purchase of Intangibles,-26337.07,1.067,-28101.65
2022-02-01,SummonStorm BR,Financing,Equity Issuance,-6100.35,1.0973,-6693.91
2022-02-01,SummonStorm BR,Financing,Loan Repayment,24776.02,0.8299,20561.62
2022-03-01,Tapstorm SG,Operating,Net Income,-28535.22,1.0059,-28703.58
2022-03-01,Tapstorm SG,Operating,Depreciation,16687.92,1.1585,19332.96
2022-03-01,Tapstorm SG,Operating,Change in Working Capital,51637.84,1.005,51896.03
2022-03-01,Tapstorm SG,Investing,CapEx,-7607.42,0.8172,-6216.78
2022-03-01,Tapstorm SG,Investing,Purchase of Intangibles,-5518.84,1.2705,-7011.69
2022-03-01,Tapstorm SG,Financing,Equity Issuance,13755.48,1.1523,15850.44
2022-03-01,Tapstorm SG,Financing,Loan Repayment,1617.85,1.1655,1885.6
2022-03-01,TapForge CN,Operating,Net Income,-36330.9,1.1185,-40636.11
2022-03-01,TapForge CN,Operating,Depreciation,-37738.68,1.1253,-42467.34
2022-03-01,TapForge CN,Operating,Change in Working Capital,-5671.28,0.8125,-4607.91
2022-03-01,TapForge CN,Investing,CapEx,-11937.22,1.0509,-12544.82
2022-03-01,TapForge CN,Investing,Purchase of Intangibles,-10421.29,1.1026,-11490.51
2022-03-01,TapForge CN,Financing,Equity Issuance,-24726.87,1.1437,-28280.12
2022-03-01,TapForge CN,Financing,Loan Repayment,30643.02,0.9869,30241.6
2022-03-01,WhaleCare PH,Operating,Net Income,-42945.58,0.9179,-39419.75
2022-03-01,WhaleCare PH,Operating,Depreciation,30096.53,0.9096,27375.8
2022-03-01,WhaleCare PH,Operating,Change in Working Capital,20958.74,1.2906,27049.35
2022-03-01,WhaleCare PH,Investing,CapEx,-20414.81,1.0388,-21206.9
2022-03-01,WhaleCare PH,Investing,Purchase of Intangibles,-26171.61,1.154,-30202.04
2022-03-01,WhaleCare PH,Financing,Equity Issuance,26894.84,1.1248,30251.32
2022-03-01,WhaleCare PH,Financing,Loan Repayment,-23529.63,1.2911,-30379.11
2022-03-01,SummonStorm BR,Operating,Net Income,-26168.41,1.2769,-33414.44
2022-03-01,SummonStorm BR,Operating,Depreciation,-24713.04,0.925,-22859.56
2022-03-01,SummonStorm BR,Operating,Change in Working Capital,-7578.33,1.2468,-9448.66
2022-03-01,SummonStorm BR,Investing,CapEx,26774.6,1.284,34378.59
2022-03-01,SummonStorm BR,Investing,Purchase of Intangibles,-14504.36,1.272,-18449.55
2022-03-01,SummonStorm BR,Financing,Equity Issuance,27478.27,0.914,25115.14
2022-03-01,SummonStorm BR,Financing,Loan Repayment,30873.02,1.1355,35056.31
2022-04-01,Tapstorm SG,Operating,Net Income,39127.33,1.2804,50098.63
2022-04-01,Tapstorm SG,Operating,Depreciation,-24599.58,1.1671,-28710.17
2022-04-01,Tapstorm SG,Operating,Change in Working Capital,17341.37,1.233,21381.91
2022-04-01,Tapstorm SG,Investing,CapEx,35132.42,0.9213,32367.5
2022-04-01,Tapstorm SG,Investing,Purchase of Intangibles,-25761.2,1.1954,-30794.94
2022-04-01,Tapstorm SG,Financing,Equity Issuance,48563.07,0.8413,40856.11
2022-04-01,Tapstorm SG,Financing,Loan Repayment,7983.33,0.819,6538.35
2022-04-01,TapForge CN,Operating,Net Income,-18039.91,0.8965,-16172.78
2022-04-01,TapForge CN,Operating,Depreciation,16440.88,0.9124,15000.66
2022-04-01,TapForge CN,Operating,Change in Working Capital,47129.87,0.8172,38514.53
2022-04-01,TapForge CN,Investing,CapEx,30458.39,1.2163,37046.54
2022-04-01,TapForge CN,Investing,Purchase of Intangibles,-2548.71,1.1991,-3056.16
2022-04-01,TapForge CN,Financing,Equity Issuance,-3479.74,1.1876,-4132.54
2022-04-01,TapForge CN,Financing,Loan Repayment,-35307.5,0.8721,-30791.67
2022-04-01,WhaleCare PH,Operating,Net Income,12305.91,0.9571,11777.99
2022-04-01,WhaleCare PH,Operating,Depreciation,-25064.0,1.124,-28171.94
2022-04-01,WhaleCare PH,Operating,Change in Working Capital,-22521.4,1.0641,-23965.02
2022-04-01,WhaleCare PH,Investing,CapEx,48739.16,1.1855,57780.27
2022-04-01,WhaleCare PH,Investing,Purchase of Intangibles,-22156.01,0.8906,-19732.14
2022-04-01,WhaleCare PH,Financing,Equity Issuance,-19933.88,0.9677,-19290.02
2022-04-01,WhaleCare PH,Financing,Loan Repayment,-31770.68,1.0177,-32333.02
2022-04-01,SummonStorm BR,Operating,Net Income,-38344.88,1.0641,-40802.79
2022-04-01,SummonStorm BR,Operating,Depreciation,26470.67,1.0391,27505.67
2022-04-01,SummonStorm BR,Operating,Change in Working Capital,2549.32,1.2278,3130.06
2022-04-01,SummonStorm BR,Investing,CapEx,34704.95,0.9498,32962.76
2022-04-01,SummonStorm BR,Investing,Purchase of Intangibles,-8715.56,1.0536,-9182.71
2022-04-01,SummonStorm BR,Financing,Equity Issuance,6574.33,1.15,7560.48
2022-04-01,SummonStorm BR,Financing,Loan Repayment,19092.93,0.8099,15463.36
2022-05-01,Tapstorm SG,Operating,Net Income,-26500.78,1.0586,-28053.73
2022-05-01,Tapstorm SG,Operating,Depreciation,42504.63,1.2602,53564.33
2022-05-01,Tapstorm SG,Operating,Change in Working Capital,-553.51,0.8295,-459.14
2022-05-01,Tapstorm SG,Investing,CapEx,-26857.09,1.204,-32335.94
2022-05-01,Tapstorm SG,Investing,Purchase of Intangibles,-42731.49,1.0359,-44265.55
2022-05-01,Tapstorm SG,Financing,Equity Issuance,-23779.59,0.9304,-22124.53
2022-05-01,Tapstorm SG,Financing,Loan Repayment,34250.1,0.8301,28431.01
2022-05-01,TapForge CN,Operating,Net Income,33241.38,0.8071,26829.12
2022-05-01,TapForge CN,Operating,Depreciation,-18166.91,1.0569,-19200.61
2022-05-01,TapForge CN,Operating,Change in Working Capital,32284.77,1.0344,33395.37
2022-05-01,TapForge CN,Investing,CapEx,26407.65,1.1904,31435.67
2022-05-01,TapForge CN,Investing,Purchase of Intangibles,21187.01,0.9521,20172.15
2022-05-01,TapForge CN,Financing,Equity Issuance,44155.51,1.1829,52231.55
2022-05-01,TapForge CN,Financing,Loan Repayment,22905.42,0.8849,20269.01
2022-05-01,WhaleCare PH,Operating,Net Income,43122.46,1.0265,44265.21
2022-05-01,WhaleCare PH,Operating,Depreciation,20908.76,1.1663,24385.89
2022-05-01,WhaleCare PH,Operating,Change in Working Capital,23465.86,1.2687,29771.14
2022-05-01,WhaleCare PH,Investing,CapEx,-22207.36,0.998,-22162.95
2022-05-01,WhaleCare PH,Investing,Purchase of Intangibles,37596.56,0.8771,32975.94
2022-05-01,WhaleCare PH,Financing,Equity Issuance,-14624.57,1.0787,-15775.52
2022-05-01,WhaleCare PH,Financing,Loan Repayment,-30537.61,0.9609,-29343.59
2022-05-01,SummonStorm BR,Operating,Net Income,29744.85,1.2002,35699.77
2022-05-01,SummonStorm BR,Operating,Depreciation,-29814.54,1.1487,-34247.96
2022-05-01,SummonStorm BR,Operating,Change in Working Capital,-49588.41,1.1212,-55598.53
2022-05-01,SummonStorm BR,Investing,CapEx,-22450.04,0.8971,-20139.93
2022-05-01,SummonStorm BR,Investing,Purchase of Intangibles,-57784.43,1.0913,-63060.15
2022-05-01,SummonStorm BR,Financing,Equity Issuance,38457.17,0.9999,38453.32
2022-05-01,SummonStorm BR,Financing,Loan Repayment,7638.13,0.825,6301.46
2022-06-01,Tapstorm SG,Operating,Net Income,-11328.47,0.9977,-11302.41
2022-06-01,Tapstorm SG,Operating,Depreciation,37327.65,0.8436,31489.61
2022-06-01,Tapstorm SG,Operating,Change in Working Capital,-16067.35,1.2381,-19892.99
2022-06-01,Tapstorm SG,Investing,CapEx,-27954.41,1.0964,-30649.22
2022-06-01,Tapstorm SG,Investing,Purchase of Intangibles,16683.48,0.8452,14100.88
2022-06-01,Tapstorm SG,Financing,Equity Issuance,-19448.69,0.818,-15909.03
2022-06-01,Tapstorm SG,Financing,Loan Repayment,-21941.2,1.2862,-28220.77
2022-06-01,TapForge CN,Operating,Net Income,36827.97,1.2588,46359.05
2022-06-01,TapForge CN,Operating,Depreciation,-22294.76,1.0174,-22682.69
2022-06-01,TapForge CN,Operating,Change in Working Capital,42123.44,0.84,35383.69
2022-06-01,TapForge CN,Investing,CapEx,-13298.31,0.8008,-10649.29
2022-06-01,TapForge CN,Investing,Purchase of Intangibles,-34533.56,1.286,-44410.16
2022-06-01,TapForge CN,Financing,Equity Issuance,27565.5,1.279,35256.27
2022-06-01,TapForge CN,Financing,Loan Repayment,-10180.24,0.8492,-8645.06
2022-06-01,WhaleCare PH,Operating,Net Income,17921.72,1.2947,23203.25
2022-06-01,WhaleCare PH,Operating,Depreciation,-23586.96,1.0736,-25322.96
2022-06-01,WhaleCare PH,Operating,Change in Working Capital,-39874.93,1.0208,-40704.33
2022-06-01,WhaleCare PH,Investing,CapEx,-23489.03,1.2731,-29903.88
2022-06-01,WhaleCare PH,Investing,Purchase of Intangibles,-49814.35,0.8769,-43682.2
2022-06-01,WhaleCare PH,Financing,Equity Issuance,-21177.1,1.0861,-23000.45
2022-06-01,WhaleCare PH,Financing,Loan Repayment,-26180.92,0.9996,-26170.45
2022-06-01,SummonStorm BR,Operating,Net Income,-40867.73,1.2556,-51313.52
2022-06-01,SummonStorm BR,Operating,Depreciation,-9887.98,1.2981,-12835.59
2022-06-01,SummonStorm BR,Operating,Change in Working Capital,-39419.58,0.9183,-36199.0
2022-06-01,SummonStorm BR,Investing,CapEx,-17197.12,1.1191,-19245.3
2022-06-01,SummonStorm BR,Investing,Purchase of Intangibles,22199.94,0.9509,21109.92
2022-06-01,SummonStorm BR,Financing,Equity Issuance,-28006.35,1.114,-31199.07
2022-06-01,SummonStorm BR,Financing,Loan Repayment,15310.6,1.0403,15927.62
2022-07-01,Tapstorm SG,Operating,Net Income,-56937.9,0.8377,-47696.88
2022-07-01,Tapstorm SG,Operating,Depreciation,-27674.17,1.0231,-28313.44
2022-07-01,Tapstorm SG,Operating,Change in Working Capital,-26653.68,1.1772,-31376.71
2022-07-01,Tapstorm SG,Investing,CapEx,17925.08,1.1086,19871.74
2022-07-01,Tapstorm SG,Investing,Purchase of Intangibles,8898.04,1.181,10508.59
2022-07-01,Tapstorm SG,Financing,Equity Issuance,38633.29,1.051,40603.59
2022-07-01,Tapstorm SG,Financing,Loan Repayment,21749.03,0.95,20661.58
2022-07-01,TapForge CN,Operating,Net Income,28969.99,0.9157,26527.82
2022-07-01,TapForge CN,Operating,Depreciation,-13285.23,1.1452,-15214.25
2022-07-01,TapForge CN,Operating,Change in Working Capital,34766.84,0.8437,29332.78
2022-07-01,TapForge CN,Investing,CapEx,21223.66,1.1067,23488.22
2022-07-01,TapForge CN,Investing,Purchase of Intangibles,5169.55,1.2647,6537.93
2022-07-01,TapForge CN,Financing,Equity Issuance,21526.75,1.2263,26398.25
2022-07-01,TapForge CN,Financing,Loan Repayment,-34346.73,1.2869,-44200.81
2022-07-01,WhaleCare PH,Operating,Net Income,-32054.02,1.2989,-41634.97
2022-07-01,WhaleCare PH,Operating,Depreciation,29604.75,0.9703,28725.49
2022-07-01,WhaleCare PH,Operating,Change in Working Capital,24578.06,0.8443,20751.26
2022-07-01,WhaleCare PH,Investing,CapEx,25461.25,1.0154,25853.35
2022-07-01,WhaleCare PH,Investing,Purchase of Intangibles,-18329.71,1.2427,-22778.33
2022-07-01,WhaleCare PH,Financing,Equity Issuance,38937.51,1.2329,48006.06
2022-07-01,WhaleCare PH,Financing,Loan Repayment,-24392.57,1.1918,-29071.06
2022-07-01,SummonStorm BR,Operating,Net Income,18688.27,1.2786,23894.82
2022-07-01,SummonStorm BR,Operating,Depreciation,46494.64,1.1961,55612.24
2022-07-01,SummonStorm BR,Operating,Change in Working Capital,39858.68,0.8004,31902.89
2022-07-01,SummonStorm BR,Investing,CapEx,-26165.4,0.859,-22476.08
2022-07-01,SummonStorm BR,Investing,Purchase of Intangibles,20787.92,0.9844,20463.63
2022-07-01,SummonStorm BR,Financing,Equity Issuance,-21152.84,1.1176,-23640.41
2022-07-01,SummonStorm BR,Financing,Loan Repayment,-13440.51,1.1079,-14890.74
2022-08-01,Tapstorm SG,Operating,Net Income,-36433.97,0.8164,-29744.69
2022-08-01,Tapstorm SG,Operating,Depreciation,47066.92,1.0756,50625.18
2022-08-01,Tapstorm SG,Operating,Change in Working Capital,-31876.71,1.185,-37773.9
2022-08-01,Tapstorm SG,Investing,CapEx,43619.94,1.1497,50149.85
2022-08-01,Tapstorm SG,Investing,Purchase of Intangibles,-35332.35,0.9834,-34745.83
2022-08-01,Tapstorm SG,Financing,Equity Issuance,-7363.5,0.9861,-7261.15
2022-08-01,Tapstorm SG,Financing,Loan Repayment,42561.4,0.8846,37649.81
2022-08-01,TapForge CN,Operating,Net Income,22307.08,1.1665,26021.21
2022-08-01,TapForge CN,Operating,Depreciation,-27630.07,1.1024,-30459.39
2022-08-01,TapForge CN,Operating,Change in Working Capital,14082.74,1.0102,14226.38
2022-08-01,TapForge CN,Investing,CapEx,-3942.26,0.8983,-3541.33
2022-08-01,TapForge CN,Investing,Purchase of Intangibles,17532.79,1.2179,21353.18
2022-08-01,TapForge CN,Financing,Equity Issuance,-28290.95,0.9289,-26279.46
2022-08-01,TapForge CN,Financing,Loan Repayment,26546.67,0.8932,23711.49
2022-08-01,WhaleCare PH,Operating,Net Income,-34562.9,1.0363,-35817.53
2022-08-01,WhaleCare PH,Operating,Depreciation,-28481.66,1.0355,-29492.76
2022-08-01,WhaleCare PH,Operating,Change in Working Capital,26834.87,1.0731,28796.5
2022-08-01,WhaleCare PH,Investing,CapEx,-18472.81,1.2664,-23393.97
2022-08-01,WhaleCare PH,Investing,Purchase of Intangibles,49291.14,1.0242,50483.99
2022-08-01,WhaleCare PH,Financing,Equity Issuance,48634.79,0.9124,44374.38
2022-08-01,WhaleCare PH,Financing,Loan Repayment,28216.81,1.0762,30366.93
2022-08-01,SummonStorm BR,Operating,Net Income,-8376.69,0.9795,-8204.97
2022-08-01,SummonStorm BR,Operating,Depreciation,29433.07,1.0306,30333.72
2022-08-01,SummonStorm BR,Operating,Change in Working Capital,-9881.77,0.8062,-7966.68
2022-08-01,SummonStorm BR,Investing,CapEx,-8232.2,0.8207,-6756.17
2022-08-01,SummonStorm BR,Investing,Purchase of Intangibles,-36995.36,0.9085,-33610.28
2022-08-01,SummonStorm BR,Financing,Equity Issuance,14750.85,1.0764,15877.81
2022-08-01,SummonStorm BR,Financing,Loan Repayment,-19093.89,1.0932,-20873.44
2022-09-01,Tapstorm SG,Operating,Net Income,-36013.98,0.9478,-34134.05
2022-09-01,Tapstorm SG,Operating,Depreciation,-30694.47,0.9079,-27867.51
2022-09-01,Tapstorm SG,Operating,Change in Working Capital,33407.37,1.0177,33998.68
2022-09-01,Tapstorm SG,Investing,CapEx,46596.75,1.0751,50096.17
2022-09-01,Tapstorm SG,Investing,Purchase of Intangibles,-18598.75,1.1483,-21356.94
2022-09-01,Tapstorm SG,Financing,Equity Issuance,29086.39,1.1267,32771.64
2022-09-01,Tapstorm SG,Financing,Loan Repayment,-43033.79,1.0535,-45336.1
2022-09-01,TapForge CN,Operating,Net Income,13923.63,1.2853,17896.04
2022-09-01,TapForge CN,Operating,Depreciation,23417.98,1.1695,27387.33
2022-09-01,TapForge CN,Operating,Change in Working Capital,-35362.2,0.8606,-30432.71
2022-09-01,TapForge CN,Investing,CapEx,-10217.14,0.8308,-8488.4
2022-09-01,TapForge CN,Investing,Purchase of Intangibles,-27761.8,0.973,-27012.23
2022-09-01,TapForge CN,Financing,Equity Issuance,-21547.5,0.9172,-19763.37
2022-09-01,TapForge CN,Financing,Loan Repayment,14119.37,0.9458,13354.1
2022-09-01,WhaleCare PH,Operating,Net Income,39438.79,1.199,47287.11
2022-09-01,WhaleCare PH,Operating,Depreciation,36021.65,1.2508,45055.88
2022-09-01,WhaleCare PH,Operating,Change in Working Capital,-31412.42,1.2077,-37936.78
2022-09-01,WhaleCare PH,Investing,CapEx,-33490.13,0.9534,-31929.49
2022-09-01,WhaleCare PH,Investing,Purchase of Intangibles,-20201.31,1.0548,-21308.34
2022-09-01,WhaleCare PH,Financing,Equity Issuance,-25642.55,1.0281,-26363.11
2022-09-01,WhaleCare PH,Financing,Loan Repayment,15142.52,0.8849,13399.62
2022-09-01,SummonStorm BR,Operating,Net Income,34277.34,1.1798,40440.41
2022-09-01,SummonStorm BR,Operating,Depreciation,-14145.19,1.0021,-14174.89
2022-09-01,SummonStorm BR,Operating,Change in Working Capital,19015.07,1.183,22494.83
2022-09-01,SummonStorm BR,Investing,CapEx,12726.59,1.0592,13480.0
2022-09-01,SummonStorm BR,Investing,Purchase of Intangibles,27602.29,1.2496,34491.82
2022-09-01,SummonStorm BR,Financing,Equity Issuance,-21891.3,0.827,-18104.11
2022-09-01,SummonStorm BR,Financing,Loan Repayment,-29830.32,1.2883,-38430.4
2022-10-01,Tapstorm SG,Operating,Net Income,-17040.26,1.0625,-18105.28
2022-10-01,Tapstorm SG,Operating,Depreciation,-15940.04,1.209,-19271.51
2022-10-01,Tapstorm SG,Operating,Change in Working Capital,-30249.81,1.2033,-36399.6
2022-10-01,Tapstorm SG,Investing,CapEx,23388.98,1.0618,24834.42
2022-10-01,Tapstorm SG,Investing,Purchase of Intangibles,-59098.24,0.9315,-55050.01
2022-10-01,Tapstorm SG,Financing,Equity Issuance,32826.92,0.994,32629.96
2022-10-01,Tapstorm SG,Financing,Loan Repayment,26691.75,1.0002,26697.09
2022-10-01,TapForge CN,Operating,Net Income,40568.81,1.1786,47814.4
2022-10-01,TapForge CN,Operating,Depreciation,37024.29,1.0923,40441.63
2022-10-01,TapForge CN,Operating,Change in Working Capital,-27200.56,1.0436,-28386.5
2022-10-01,TapForge CN,Investing,CapEx,61551.03,0.9618,59199.78
2022-10-01,TapForge CN,Investing,Purchase of Intangibles,38870.58,1.2428,48308.36
2022-10-01,TapForge CN,Financing,Equity Issuance,-11635.59,1.2988,-15112.3
2022-10-01,TapForge CN,Financing,Loan Repayment,-20994.47,0.8371,-17574.47
2022-10-01,WhaleCare PH,Operating,Net Income,-3512.54,0.8603,-3021.84
2022-10-01,WhaleCare PH,Operating,Depreciation,-7426.64,1.1611,-8623.07
2022-10-01,WhaleCare PH,Operating,Change in Working Capital,60800.87,1.2935,78645.93
2022-10-01,WhaleCare PH,Investing,CapEx,-41220.73,0.8053,-33195.05
2022-10-01,WhaleCare PH,Investing,Purchase of Intangibles,-4789.54,1.1655,-5582.21
2022-10-01,WhaleCare PH,Financing,Equity Issuance,-24933.65,1.227,-30593.59
2022-10-01,WhaleCare PH,Financing,Loan Repayment,20732.09,1.1513,23868.86
2022-10-01,SummonStorm BR,Operating,Net Income,56819.85,0.9299,52836.78
2022-10-01,SummonStorm BR,Operating,Depreciation,3259.47,0.8746,2850.73
2022-10-01,SummonStorm BR,Operating,Change in Working Capital,17382.27,1.2711,22094.6
2022-10-01,SummonStorm BR,Investing,CapEx,-17508.46,1.1685,-20458.64
2022-10-01,SummonStorm BR,Investing,Purchase of Intangibles,16442.79,1.1485,18884.54
2022-10-01,SummonStorm BR,Financing,Equity Issuance,28092.88,0.8278,23255.29
2022-10-01,SummonStorm BR,Financing,Loan Repayment,-35659.4,0.8363,-29821.96
2022-11-01,Tapstorm SG,Operating,Net Income,18746.49,1.0291,19292.01
2022-11-01,Tapstorm SG,Operating,Depreciation,-24076.66,0.99,-23835.89
2022-11-01,Tapstorm SG,Operating,Change in Working Capital,-13543.17,1.2066,-16341.19
2022-11-01,Tapstorm SG,Investing,CapEx,-14516.2,1.2344,-17918.8
2022-11-01,Tapstorm SG,Investing,Purchase of Intangibles,29933.34,1.0545,31564.71
2022-11-01,Tapstorm SG,Financing,Equity Issuance,31933.86,0.9158,29245.03
2022-11-01,Tapstorm SG,Financing,Loan Repayment,2868.62,1.2958,3717.16
2022-11-01,TapForge CN,Operating,Net Income,-16257.39,1.2035,-19565.77
2022-11-01,TapForge CN,Operating,Depreciation,-21127.59,0.9778,-20658.56
2022-11-01,TapForge CN,Operating,Change in Working Capital,-20375.98,0.9358,-19067.84
2022-11-01,TapForge CN,Investing,CapEx,21832.04,1.2974,28324.89
2022-11-01,TapForge CN,Investing,Purchase of Intangibles,-5107.81,1.2316,-6290.78
2022-11-01,TapForge CN,Financing,Equity Issuance,37869.86,0.8035,30428.43
2022-11-01,TapForge CN,Financing,Loan Repayment,-24074.68,1.2222,-29424.07
2022-11-01,WhaleCare PH,Operating,Net Income,58696.05,0.9962,58473.01
2022-11-01,WhaleCare PH,Operating,Depreciation,32539.0,1.1339,36895.97
2022-11-01,WhaleCare PH,Operating,Change in Working Capital,-29591.18,0.8475,-25078.53
2022-11-01,WhaleCare PH,Investing,CapEx,14714.53,1.2239,18009.11
2022-11-01,WhaleCare PH,Investing,Purchase of Intangibles,18020.4,1.024,18452.89
2022-11-01,WhaleCare PH,Financing,Equity Issuance,34629.89,1.1878,41133.38
2022-11-01,WhaleCare PH,Financing,Loan Repayment,-21680.61,1.2936,-28046.04
2022-11-01,SummonStorm BR,Operating,Net Income,-16681.29,1.2517,-20879.97
2022-11-01,SummonStorm BR,Operating,Depreciation,-47670.82,0.9748,-46469.52
2022-11-01,SummonStorm BR,Operating,Change in Working Capital,29472.43,0.8806,25953.42
2022-11-01,SummonStorm BR,Investing,CapEx,-34528.05,0.9363,-32328.61
